9.000000, 0, 15
1.600000, 0, 15
0.000000, 0, 15
1.000000, 0, 15
8.733333, 0, 15
8.733333, 0, 15
0.666667, 0, 15
2.466667, 0, 15
1.333333, 0, 15
9.000000, 0, 15
3.133333, 0, 15
1.800000, 20000, 15
2.266667, 40000, 15
0.066667, 60000, 15
4.666667, 80000, 15
1.200000, 0, 15
0.000000, 0, 15
0.000000, 20000, 15
0.000000, 40000, 15
1.066667, 60000, 15
0.000000, 80000, 15
0.000000, 100000, 15
8.466667, 120000, 15
7.733333, 140000, 15
4.533333, 160000, 15
3.200000, 180000, 15
3.133333, 200000, 15
1.600000, 220000, 15
3.066667, 240000, 15
11.866667, 260000, 15
9.733333, 280000, 15
7.866667, 300000, 15
9.133333, 320000, 15
12.933333, 340000, 15
7.933333, 360000, 15
10.933333, 380000, 15
12.800000, 400000, 15
12.600000, 420000, 15
11.800000, 440000, 15
1.000000, 0, 1
11.666667, 460000, 15
9.000000, 0, 1
